C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_04_366.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_04_366.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_04_366.jpg,-1,0,0,2.473588E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_04_479.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_04_479.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_04_479.jpg,-1,0,0,2.539639E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_04_600.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_04_600.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_04_600.jpg,-1,0,0,2.528459E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_04_719.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_04_719.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_04_719.jpg,-1,0,0,2.581986E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_04_838.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_04_838.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_04_838.jpg,-1,0,0,2.626971E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_04_947.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_04_947.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_04_947.jpg,-1,0,0,2.601364E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_05_075.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_05_075.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_05_075.jpg,-1,0,0,2.79231E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_05_155.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_05_155.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_05_155.jpg,-1,0,0,2.488813E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_05_287.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_05_287.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_05_287.jpg,-1,0,0,2.510988E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_05_407.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_05_407.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_05_407.jpg,-1,0,0,2.529013E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_05_525.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_05_525.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_05_525.jpg,-1,0,0,2.504541E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_05_646.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_05_646.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_05_646.jpg,-1,0,0,2.568422E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_05_723.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_05_723.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_05_723.jpg,-1,0,0,2.433193E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_05_847.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_05_847.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_05_847.jpg,-1,0,0,2.829067E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_05_915.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_05_915.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_05_915.jpg,-1,0,0,2.736668E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_06_067.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_06_067.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_06_067.jpg,-1,0,0,2.606856E-05
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_06_204.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_06_204.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_06_204.jpg,-1,0.2201817,0,0.2007467
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_06_317.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_06_317.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_06_317.jpg,-1,0.1885134,0,0.6195999
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_06_436.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_06_436.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_06_436.jpg,-1,0,0,0.6093686
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_06_510.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_06_510.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_06_510.jpg,-1,0,0,0.6006975
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_06_596.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_06_596.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_06_596.jpg,-1,0,0,0.592306
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_06_685.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_06_685.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_06_685.jpg,-1,0,0,0.5820312
C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\center_2019_01_22_19_55_06_844.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\left_2019_01_22_19_55_06_844.jpg,C:\Data\Nano\projects\01_repositories\CarND-Behavioral-Cloning-P3_data\data3\IMG\right_2019_01_22_19_55_06_844.jpg,-1,0,0,0.5660794
